path/symbol	source excerpt	semantic category	producer	consumer	proposed action	compatibility rationale	affected proof	source SHA-256
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:61	(new CommissionerCognitionResultReviewService($root))->review($deliveryId, 'citadel-legate-cognition-result-review-authority-'.str_repeat('9', 20), $commissionerId, 'ACCEPTED', 'Accept.', new \DateTimeImmutable());	enclosing Citadel	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:90	$deliveryId = 'citadel-legate-cognition-result-delivery-'.str_repeat('b', 20);	enclosing Citadel	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:91	$authorityId = 'citadel-legate-cognition-result-review-authority-'.str_repeat('c', 20);	enclosing Citadel	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:94	'schema' => 'imperium.citadel-legate-cognition-result-delivery/v1', 'delivery_id' => $deliveryId, 'instance_id' => $instance,	persisted/signed/wire identity	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:96	'source_cognition_turn' => ['id' => 'citadel-legate-bounded-cognition-turn-'.str_repeat('d', 20), 'digest' => str_repeat('2', 64)],	enclosing Citadel	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:97	'source_commission' => ['id' => 'citadel-legate-governed-commission-'.str_repeat('e', 20), 'digest' => str_repeat('3', 64)],	enclosing Citadel	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:101	'status' => 'CITADEL_LEGATE_COGNITION_RESULT_DELIVERED_PENDING_COMMISSIONER_REVIEW',	persisted/signed/wire identity	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:108	$this->write($root.'/var/imperium/operational/citadel-legate-cognition-result-deliveries/'.$deliveryId.'.json', $delivery);	enclosing Citadel	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
tests/Imperium/Runtime/CredentialBoundaryAgentInventoryTest.php:48	$delegate = (string) file_get_contents($root.'/src/Imperium/Runtime/Citadel/SymfonyAiBrokeredDelegateProviderInvoker.php');	enclosing Citadel	Author/source at Git blob 83ef3ec3de76cd1d1e894d9c545bd1d87b16acb5	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	d8eeba80dd1cf07430239f7d78472bfb2f99fa3a464f00ab306ee74e0b56d923
tests/Imperium/Runtime/CredentialBoundaryAgentInventoryTest.php:53	$legate = (string) file_get_contents($root.'/src/Imperium/Runtime/Citadel/SymfonyAiLegateCognitionGateway.php');	enclosing Citadel	Author/source at Git blob 83ef3ec3de76cd1d1e894d9c545bd1d87b16acb5	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	d8eeba80dd1cf07430239f7d78472bfb2f99fa3a464f00ab306ee74e0b56d923
tests/Imperium/Runtime/CurianAudienceTest.php:26	$this->expectExceptionMessage('CMF112_NEW_REQUEST_USES_CITADEL_INTAKE');	persisted/signed/wire identity	Author/source at Git blob 8a2b5901957f948ff5e0190e839ab870e12ab62c	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	5223e0530b23844ff1b5e0547473f574173f59ff2cff8c7bb1cb7bd414933b14
tests/Imperium/Runtime/CurianDeliberationTest.php:51	$this->expectExceptionMessage('CMF113_NEW_PLANNING_REQUIRES_CITADEL_AUTHORITY');	persisted/signed/wire identity	Author/source at Git blob d969fc7d86cdbb8eef3ef646a032dc208b67d26f	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	937d8700fc1f84f433b8abdba8e86a1bba7f61db6f18e9af0b80deab5d1d09f2
tests/Imperium/Runtime/CurianGovernanceCognitionBoundaryTest.php:28	self::assertStringContainsString('CMF112_NEW_REQUEST_USES_CITADEL_INTAKE', $gateway);	persisted/signed/wire identity	Author/source at Git blob 7331139028a7dfc107538e9f9db59af4ad76d176	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	e50e226227ce5be6b1428c119957b4267aff36434f018064f6abb912922ce5c1
tests/Imperium/Runtime/CurianGovernanceCognitionBoundaryTest.php:29	self::assertStringContainsString('CMF113_NEW_PLANNING_REQUIRES_CITADEL_AUTHORITY', $gateway);	persisted/signed/wire identity	Author/source at Git blob 7331139028a7dfc107538e9f9db59af4ad76d176	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	e50e226227ce5be6b1428c119957b4267aff36434f018064f6abb912922ce5c1
tests/Imperium/Runtime/DeepSeekDelegateModelConfigurationTest.php:7	use App\Imperium\Runtime\Citadel\DeepSeekDelegateModelConfiguration;	enclosing Citadel	Author/source at Git blob 87c5294b3649e84ce1242b1f93919e223d14b0b4	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	0d19060bf8f9ff90af2f90bb5835199b3182d70832d04f8e91cda38d136f19b5
tests/Imperium/Runtime/DeepSeekDelegatePlatformAdapterContractTest.php:7	use App\Imperium\Runtime\Citadel\DeepSeekDelegateModelConfiguration;	enclosing Citadel	Author/source at Git blob 2adf5ebd51cf922cd95f7d0fc4b0c9bca8310fb2	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	a84b1da332fcb937e9b145f7654f3b7bfcc1fc10e0655bb63c9831abb3598be8
tests/Imperium/Runtime/DeepSeekDelegatePlatformAdapterContractTest.php:8	use App\Imperium\Runtime\Citadel\DeepSeekDelegatePlatformAdapter;	enclosing Citadel	Author/source at Git blob 2adf5ebd51cf922cd95f7d0fc4b0c9bca8310fb2	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	a84b1da332fcb937e9b145f7654f3b7bfcc1fc10e0655bb63c9831abb3598be8
tests/Imperium/Runtime/DeepSeekDelegatePlatformAdapterContractTest.php:9	use App\Imperium\Runtime\Citadel\DeepSeekSymfonyPlatformAdapter;	enclosing Citadel	Author/source at Git blob 2adf5ebd51cf922cd95f7d0fc4b0c9bca8310fb2	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	a84b1da332fcb937e9b145f7654f3b7bfcc1fc10e0655bb63c9831abb3598be8
tests/Imperium/Runtime/DelegateMissionCriticalReferenceMigrationTest.php:36	'src/Imperium/Runtime/Citadel/DelegateMissionBoundedCognitionTurnService.php',	enclosing Citadel	Author/source at Git blob d2d181d4e281617266b670216f68640258f0167a	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	4ff6740cff9973ba67fa427c372b000b01639fe2240257fc0679f81a2221edcf
tests/Imperium/Runtime/DelegateMissionGuildhallResolutionFlowCase.php:21	use App\Imperium\Runtime\Citadel\DelegateMissionBoundedCognitionTurnService;	enclosing Citadel	Author/source at Git blob 9688c557730ad79c0019b51614c08b5c736a0b0d	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	abae3e64f66c7a2bf7dd8aecf9764d34b68e8356f6d568d8507479278b2cd143
tests/Imperium/Runtime/DelegateMissionGuildhallResolutionFlowCase.php:22	use App\Imperium\Runtime\Citadel\DelegateMissionCognitionGateway;	enclosing Citadel	Author/source at Git blob 9688c557730ad79c0019b51614c08b5c736a0b0d	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	abae3e64f66c7a2bf7dd8aecf9764d34b68e8356f6d568d8507479278b2cd143
tests/Imperium/Runtime/DelegateMissionTurnRecoveryServiceTest.php:8	use App\Imperium\Runtime\Citadel\DelegateMissionTurnRecoveryService;	enclosing Citadel	Author/source at Git blob 6fe2ad62529236fbbad33153741107683cff05d8	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	7a2d0809c1f9688ab73a98e63339d991768d90cc47c35239234450abc1789962
tests/Imperium/Runtime/DelegateRuntimeSourceFormattingTest.php:44	'Citadel/DelegateMissionBoundedCognitionTurnService.php',	enclosing Citadel	Author/source at Git blob 05e368610a0cd46cbdd3887341b6af364ba60bf5	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	4f7d27e8d1921b9faac2547551169c3eb1f62efe5dbc864b77afca7f519d4f3c
tests/Imperium/Runtime/ExecutableAtomicTransitionCanonicalConsumerIntegrationCorrectionPreparationBatch0Test.php:44	'src/Imperium/Runtime/Citadel/DeepSeekDelegatePlatformAdapter.php',	enclosing Citadel	Author/source at Git blob 18f5acc71680cf9755f652b0688bc7a2e5ac80cd	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	1792573f483b50e6d5bae5694cc2f193e04a8d0b8a3f3a10f782ee12102d7982
